ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,N_VICTIMAS,FECHA_SINIESTRO,HORA_SINIESTRO,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,pos x,pos y,PARTICIPANTES,ACUSADO,ID,Year,Rango_Edad
Peaton,Peaton,Femenino,72,2019-09-15 00:00:00,1,2019-09-12,08:25:00,8,Einstein Alberto Y Alcorta Amancio Av.,Avenida,4,-58.41125934,-34.65417740,Peaton-Cargas,Cargas,488,2019,61-90
Conductor,Moto,Masculino,57,2019-09-17 00:00:00,1,2019-09-17,05:30:00,5,Agrelo Y Colombres,Calle,5,-58.41822901,-34.61866836,Moto-Pasajeros,Pasajeros,489,2019,41-60
Peaton,Peaton,Masculino,76,2019-09-17 00:00:00,1,2019-09-17,1900-01-04 18:40:00,18,Cabildo Av. Y Paz Gral. Av.,Gral Paz,13,-58.47617802,-34.53825652,Peaton-Moto,Moto,490,2019,61-90
Peaton,Peaton,Masculino,67,2019-10-07 00:00:00,1,2019-09-23,16:00:00,16,Elcano Av. 4300,Avenida,15,-58.46141281,-34.58623761,Peaton-Pasajeros,Pasajeros,491,2019,61-90
Ciclista,Bicicleta,Masculino,47,2019-09-25 00:00:00,1,2019-09-25,07:45:00,7,Rabanal Francisco Intendente Av. 2428,Avenida,8,-58.42985146,-34.66119740,Bicicleta-Cargas,Cargas,492,2019,41-60
Conductor,Auto,Masculino,73,2019-09-26 00:00:00,1,2019-09-26,08:00:00,8,Monte Y Corvalan,Calle,9,-58.48457413,-34.65839090,Auto-Auto,Auto,493,2019,61-90
Ciclista,Bicicleta,Femenino,40,2019-09-27 00:00:00,1,2019-09-27,11:45:00,11,Tandil Y La Fuente,Calle,7,-58.46572884,-34.63628186,Bicicleta-Cargas,Cargas,494,2019,41-60
Ciclista,Bicicleta,Masculino,20,2019-10-09 00:00:00,1,2019-10-09,22:18:00,22,Cardoso Y Bacacay,Calle,10,-58.49261744,-34.63419130,Bicicleta-Tren,Tren,495,2019,21-40
Conductor,Moto,Masculino,29,2019-10-15 00:00:00,1,2019-10-15,14:10:00,14,Corrientes Av. 6700,Avenida,15,-58.45283186,-34.58841560,Moto-Pasajeros,Pasajeros,496,2019,21-40
Conductor,Moto,Masculino,41,2019-10-21 00:00:00,1,2019-10-21,21:00:00,21,Alvarez Thomas Av. Y Mendoza,Avenida,12,-58.47973681,-34.57418656,Moto-Moto,Moto,497,2019,41-60
Peaton,Peaton,Masculino,27,2019-10-22 00:00:00,1,2019-10-22,20:00:00,20,Alcorta Amancio Av. Y Bonavena Oscar Natalio,Avenida,4,-58.40623949,-34.65076549,Peaton-Pasajeros,Pasajeros,498,2019,21-40
Peaton,Peaton,Femenino,92,2019-10-23 00:00:00,1,2019-10-23,15:45:00,15,Brown Alte. Av. Y Blanes Juan Manuel,Avenida,4,-58.36244648,-34.63107887,Peaton-Cargas,Cargas,499,2019,
Peaton,Peaton,Masculino,67,2019-10-26 00:00:00,1,2019-10-24,18:26:00,18,Alberdi Juan Bautista Av. 5455,Avenida,9,-58.49962423,-34.64868027,Peaton-Moto,Moto,500,2019,61-90
Peaton,Peaton,Masculino,35,2019-11-01 00:00:00,1,2019-11-01,20:50:00,20,Justo Juan B. Av. Y Camargo,Avenida,15,-58.44551437,-34.59559816,Peaton-Pasajeros,Pasajeros,501,2019,21-40
Peaton,Peaton,Masculino,37,2019-11-03 00:00:00,1,2019-11-03,10:30:00,10,Brin Ministro Y Suarez,Calle,4,-58.35608181,-34.63420319,Peaton-Pasajeros,Pasajeros,502,2019,21-40
Ciclista,Bicicleta,Masculino,16,2019-11-13 00:00:00,1,2019-11-13,11:50:00,11,Niza Y Justo Juan B. Av.,Avenida,11,-58.46483679,-34.60907662,Bicicleta-Otro,Otro,503,2019,1-20
Pasajero_Acompañante,Moto,Femenino,42,2019-11-18 00:00:00,1,2019-11-18,14:00:00,14,Camargo Y Serrano,Calle,15,-58.44368628,-34.59724326,Moto-Otro,Otro,504,2019,41-60
Conductor,Moto,Masculino,42,2019-11-20 00:00:00,1,2019-11-20,15:30:00,15,Autopista 1 Sur Presidente Arturo Frondizi Altura Caseros Av.,Autopista,1,-58.37864583,-34.62907067,Moto-Cargas,Cargas,505,2019,41-60
Peaton,Peaton,Masculino,73,2019-11-22 00:00:00,1,2019-11-22,19:33:00,19,Caseros Av. Y Piedras,Avenida,1,-58.37560352,-34.62726382,Peaton-Pasajeros,Pasajeros,506,2019,61-90
Pasajero_Acompañante,Moto,Femenino,23,2019-11-25 00:00:00,1,2019-11-25,08:50:00,8,Autopista Perito Moreno Km 56,Autopista,9,-58.47721439,-34.64815069,Multiple,Multiple,507,2019,21-40
Pasajero_Acompañante,Pasajeros,Femenino,61,2019-11-29 00:00:00,1,2019-11-25,14:00:00,14,Guzman 365,Avenida,15,-58.45134029,-34.58984288,Pasajeros-Pasajeros,Pasajeros,508,2019,61-90
Conductor,Moto,Masculino,38,2019-12-18 00:00:00,1,2019-12-05,17:30:00,17,De Los Constituyentes Av. 4300,Avenida,12,-58.49040794,-34.58368803,Moto-Auto,Auto,509,2019,21-40
Conductor,Moto,Masculino,25,2019-12-17 00:00:00,1,2019-12-17,04:20:00,4,Moreno Perito Av. Y Tilcara Av.,Avenida,4,-58.42102679,-34.64991178,Moto-Moto,Moto,510,2019,21-40
Conductor,Moto,Masculino,18,2019-12-18 00:00:00,1,2019-12-17,14:30:00,14,Ibarrola Y Gordillo Timoteo,Calle,9,-58.52219407,-34.64143926,Moto-Auto,Auto,511,2019,1-20
Conductor,Moto,Masculino,24,2019-12-18 00:00:00,1,2019-12-18,SD,SD,Paz Gral. Av. Y Griveo,Gral Paz,11,-58.52169422,-34.59471640,Moto-Moto,Moto,512,2019,21-40
Pasajero_Acompañante,Moto,Femenino,23,2019-12-22 00:00:00,1,2019-12-21,04:25:00,4,Rivadavia Av. Y Pergamino,Avenida,10,-58.47460416,-34.63206174,Moto-Auto,Auto,513,2019,21-40
Peaton,Peaton,Femenino,87,2020-01-04 00:00:00,1,2020-01-04,10:40:00,10,Uriarte Y Loyola,Calle,15,-58.43910409,-34.59213355,Peaton-Auto,Auto,514,2020,61-90
Conductor,Moto,Masculino,36,2020-01-07 00:00:00,1,2020-01-05,20:00:00,20,Saraza Y Varela Av.,Avenida,7,-58.45019436,-34.64646409,Moto-Objeto Fijo,Objeto Fijo,515,2020,21-40
Peaton,Peaton,Masculino,44,2020-01-11 00:00:00,1,2020-01-11,06:00:00,6,Rivadavia Av. Y Combate De Los Pozos,Avenida,3,-58.39337644,-34.60927582,Peaton-Auto,Auto,516,2020,41-60
Peaton,Peaton,Masculino,82,2020-01-15 00:00:00,1,2020-01-14,21:40:00,21,Rodriguez Peña Y Rivadavia Av.,Avenida,1,-58.39055614,-34.60919284,Peaton-Pasajeros,Pasajeros,517,2020,61-90
Conductor,Moto,Masculino,25,2020-02-10 00:00:00,1,2020-01-14,06:00:00,6,24 De Noviembre Y San Juan Av.,Avenida,3,-58.41036975,-34.62477021,Moto-Pasajeros,Pasajeros,518,2020,21-40
Conductor,Moto,Masculino,23,2020-01-20 00:00:00,1,2020-01-20,12:55:00,12,Lafuente Av. 2250,Avenida,8,-58.44925765,-34.65412546,Moto-Cargas,Cargas,519,2020,21-40
Peaton,Peaton,Masculino,52,2020-01-27 00:00:00,1,2020-01-27,00:37:00,0,Chile Y Lima ,Calle,1,-58.38156850,-34.61648696,Peaton-Moto,Moto,520,2020,41-60
Conductor,Moto,Masculino,49,2020-01-30 00:00:00,1,2020-01-30,07:10:00,7,Cordoba Av. Y Jean Jaures,Avenida,2,-58.40662899,-34.59804521,Moto-Cargas,Cargas,521,2020,41-60
Peaton,Peaton,Masculino,48,2020-02-05 00:00:00,1,2020-02-04,14:50:00,14,Peron Juan Domingo Tte. General Y Salguero Jeronimo,Calle,5,-58.41985649,-34.60600850,Peaton-Auto,Auto,522,2020,41-60
Conductor,Moto,Masculino,42,2020-02-08 00:00:00,1,2020-02-08,05:45:00,5,9 De Julio Av. Y San Juan Av.,Avenida,1,-58.38099833,-34.62214953,Moto-Objeto Fijo,Objeto Fijo,523,2020,41-60
Conductor,Moto,Masculino,31,2020-02-12 00:00:00,1,2020-02-12,11:29:00,11,Colombres 466,Calle,5,-58.41803309,-34.61823178,Moto-Cargas,Cargas,524,2020,21-40
Peaton,Peaton,Femenino,66,2020-02-18 00:00:00,1,2020-02-18,21:00:00,21,Mexico 2860,Calle,3,-58.40604003,-34.61783553,Peaton-Moto,Moto,525,2020,61-90
Peaton,Peaton,Femenino,58,2020-03-03 00:00:00,1,2020-02-20,12:00:00,12,Combatientes De Malvinas Av. Y Triunvitaro Av.,Avenida,15,-58.47549929,-34.57994061,Peaton-Moto,Moto,526,2020,41-60
Conductor,Moto,Masculino,42,2020-02-27 00:00:00,1,2020-02-27,02:14:00,2,Bermudez Y Nogoya,Calle,11,-58.51398484,-34.61600366,Moto-Pasajeros,Pasajeros,527,2020,41-60
Conductor,Moto,Masculino,29,2020-02-28 00:00:00,1,2020-02-28,14:30:00,14,Brasil Av. Y Paseo Colon Av.,Avenida,1,-58.36797542,-34.62519403,Moto-Pasajeros,Pasajeros,528,2020,21-40
Peaton,Peaton,Masculino,68,2020-03-09 00:00:00,1,2020-02-29,13:00:00,13,AlemLeandro N. Av. 770,Avenida,1,-58.37133616,-34.59879316,Peaton-Pasajeros,Pasajeros,529,2020,61-90
Peaton,Peaton,Masculino,42,2020-03-05 00:00:00,1,2020-03-05,23:00:00,23,Belgrano Av. Y Rincon,Avenida,3,-58.39613805,-34.61413568,Peaton-Auto,Auto,530,2020,41-60
Conductor,Moto,Masculino,31,2020-03-09 00:00:00,1,2020-03-09,14:00:00,14,Udaondo Guillermo Av. 901,Avenida,13,-58.44903073,-34.54200276,Moto-Objeto Fijo,Objeto Fijo,531,2020,21-40
Peaton,Peaton,Femenino,80,2020-03-10 00:00:00,1,2020-03-10,21:00:00,21,Constitucion Y Castro,Calle,5,-58.41972364,-34.62846670,Peaton-Auto,Auto,532,2020,61-90
Peaton,Peaton,Femenino,74,2020-03-17 00:00:00,1,2020-03-13,17:30:00,17,Pueyrredon Av. Y Gomez Valentin,Avenida,3,-58.40571596,-34.60557123,Peaton-Moto,Moto,533,2020,61-90
Peaton,Peaton,Femenino,87,2020-03-14 00:00:00,1,2020-03-14,16:50:00,16,Bravo Mario 1279,Calle,2,-58.41451590,-34.59488319,Peaton-Auto,Auto,534,2020,61-90
Pasajero_Acompañante,Auto,Masculino,44,2020-04-07 00:00:00,1,2020-04-07,06:15:00,6,Dellepiane Luis Tte. Gral. Y Escalada Av.,Autopista,9,-58.47297505,-34.66245085,Auto-Cargas,Cargas,535,2020,41-60
Conductor,Auto,Masculino,44,2020-05-03 00:00:00,1,2020-04-09,18:42:00,18,Araoz De Lamadrid Gregorio Gral. Y Brown Alte. Av.,Avenida,4,-58.35791192,-34.63695178,Auto-Cargas,Cargas,536,2020,41-60
Conductor,Auto,Masculino,53,2020-04-24 00:00:00,1,2020-04-24,07:58:00,7,Murguiondo 1339,Calle,9,-58.50801713,-34.65177305,Auto-Auto,Auto,537,2020,41-60
Peaton,Peaton,Masculino,42,2020-05-12 00:00:00,1,2020-05-12,05:35:00,5,Rivadavia Av. 2551,Avenida,3,-58.40258477,-34.60975108,Peaton-Auto,Auto,538,2020,41-60
Conductor,Moto,Masculino,28,2020-05-17 00:00:00,1,2020-05-17,06:40:00,6,Lugones Leopoldo Av. Km 61,Autopista,14,.,.,Moto-Objeto Fijo,Objeto Fijo,539,2020,21-40
Peaton,Peaton,Masculino,76,2020-05-18 00:00:00,1,2020-05-18,08:00:00,8,Dellepiane Luis Tte. Gral. Y Montiel,Avenida,8,-58.48267426,-34.68454456,Peaton-Cargas,Cargas,540,2020,61-90
Peaton,Peaton,Masculino,91,2020-05-23 00:00:00,1,2020-05-19,10:00:00,10,Scalabrini Ortiz Raul Av. Y Warnes Av.,Avenida,15,-58.44248936,-34.60221948,Peaton-Pasajeros,Pasajeros,541,2020,
Peaton,Peaton,Masculino,80,2020-06-12 00:00:00,1,2020-06-10,14:00:00,14,Paz Gral. Av. Y Roffo Angel H. Dr.,Gral Paz,9,-58.52909134,-34.63886726,Peaton-Pasajeros,Pasajeros,542,2020,61-90
Conductor,Moto,Masculino,40,2020-06-16 00:00:00,1,2020-06-16,15:00:00,15,San Martin Av. 1550,Avenida,6,-58.45158942,-34.60646580,Multiple,Multiple,543,2020,41-60
Conductor,Moto,Masculino,29,2020-06-30 00:00:00,1,2020-06-30,08:00:00,8,Garzon Eugenio Gral. Av. Y Larraya,Avenida,9,-58.49344309,-34.65788529,Moto-Cargas,Cargas,544,2020,21-40
Conductor,Moto,Masculino,21,2020-07-10 00:00:00,1,2020-07-10,23:00:00,23,Corrientes Av. Y Serrano,Avenida,15,-58.44259166,-34.59635137,Moto-Auto,Auto,545,2020,21-40
Conductor,Auto,Masculino,32,2020-07-19 00:00:00,1,2020-07-19,06:25:00,6,Paz Gral. Av. Y Del Libertador Av.,Gral Paz,13,-58.46743471,-34.53476874,Auto-Objeto Fijo,Objeto Fijo,546,2020,21-40
Peaton,Peaton,Femenino,42,2020-08-02 00:00:00,1,2020-08-02,03:20:00,3,Mitre Bartolome Y Anchorena Tomas Manuel De Dr.,Calle,3,-58.41178158,-34.60922259,Peaton-Auto,Auto,547,2020,41-60
Conductor,Moto,Masculino,40,2020-08-04 00:00:00,1,2020-08-04,05:30:00,5,Au 25 De Mayo Altura Pumacahua Y Recuero Casimiro Tte. Cnel.,Autopista,7,-58.45068621,-34.63638927,Moto-Pasajeros,Pasajeros,548,2020,41-60
Peaton,Peaton,Masculino,72,2020-08-22 00:00:00,1,2020-08-07,18:40:00,18,Scalabrini Ortiz Raul Av. Y Paraguay,Avenida,14,-58.42016954,-34.58778790,Peaton-Moto,Moto,549,2020,61-90
Peaton,Peaton,Masculino,38,2020-08-29 00:00:00,1,2020-08-29,04:30:00,4,Fernandez De La Cruz F. Gral. Av. Y Varela Av.,Avenida,8,-58.43850413,-34.65554754,Peaton-Auto,Auto,550,2020,21-40
Conductor,Auto,Masculino,46,2020-08-30 00:00:00,2,2020-08-30,04:00:00,4,Las Heras General Av. Y Diaz Cnel. Av.,Avenida,14,-58.40617526,-34.58345898,Auto-Auto,Auto,551,2020,41-60
Conductor,Auto,Masculino,64,2020-08-30 00:00:00,2,2020-08-30,04:00:00,4,Las Heras General Av. Y Diaz Cnel. Av.,Avenida,14,-58.40617526,-34.58345898,Auto-Auto,Auto,552,2020,61-90
Peaton,Peaton,Masculino,44,2020-09-01 00:00:00,1,2020-09-01,19:17:42,19,Murguiondo 2700,Calle,9,.,.,Peaton-Cargas,Cargas,553,2020,41-60
Conductor,Auto,Masculino,42,2020-09-12 00:00:00,1,2020-09-12,03:30:00,3,Castillo Ramon S. Pres. Av. Y Calle 12,Avenida,2,-58.38526125,-34.57805810,Auto-Objeto Fijo,Objeto Fijo,554,2020,41-60
Conductor,Moto,Masculino,34,2020-09-28 00:00:00,1,2020-09-28,01:45:00,1,Curapaligue Y Peron Eva Av.,Avenida,7,-58.44750470,-34.63491705,Moto-Pasajeros,Pasajeros,555,2020,21-40
Peaton,Peaton,Femenino,53,2020-09-29 00:00:00,1,2020-09-29,17:10:00,17,Diaz Ana Y Soldado De La Frontera Av.,Avenida,8,-58.46745752,-34.68192648,Peaton-Pasajeros,Pasajeros,556,2020,41-60
Peaton,Peaton,Masculino,64,2020-09-30 00:00:00,1,2020-09-30,17:20:00,17,Alem Leandro N. Av. Y Paraguay,Avenida,1,-58.37202621,-34.59717942,Peaton-Pasajeros,Pasajeros,557,2020,61-90
Conductor,Auto,Masculino,43,2020-10-05 00:00:00,1,2020-10-05,00:20:00,0,La Plata Av. E Independencia,Avenida,6,-58.42779702,-34.62207347,Auto-Auto,Auto,558,2020,41-60
Conductor,Auto,Masculino,50,2020-10-19 00:00:00,1,2020-10-19,03:00:00,3,Paz Gral. Av. Y 27 De Febrero Av.,Gral Paz,8,-58.46244952,-34.70524971,Auto-Cargas,Cargas,559,2020,41-60
Conductor,Moto,Masculino,41,2020-10-27 00:00:00,1,2020-10-27,21:00:00,21,Nazca Av. Y Carranza Adolfo P.,Avenida,11,-58.48440160,-34.60776782,Moto-Moto,Moto,560,2020,41-60
Peaton,Peaton,Masculino,15,2020-10-27 00:00:00,1,2020-10-27,14:00:00,14,Autopista Campora Altura Lacarra Av.,Autopista,9,-58.46668375,-34.65174801,Peaton-Cargas,Cargas,561,2020,1-20
Conductor,Moto,Masculino,41,2020-10-29 00:00:00,1,2020-10-29,20:20:00,20,Dorrego Av. 614,Avenida,15,-58.44958780,-34.59322448,Moto-Objeto Fijo,Objeto Fijo,562,2020,41-60
Peaton,Peaton,Masculino,36,2020-10-30 00:00:00,1,2020-10-30,20:00:00,20,Del Libertador Av. Y Ramos Mejia Jose Maria Dr. Av.,Avenida,1,-58.37533517,-34.59276462,Peaton-Auto,Auto,563,2020,21-40
Peaton,Peaton,Femenino,28,2020-11-01 00:00:00,1,2020-11-01,22:00:00,22,Santa Fe Av. Y Godoy Cruz,Avenida,14,-58.42525456,-34.57866344,Peaton-Moto,Moto,564,2020,21-40
Conductor,Moto,Masculino,49,2020-11-05 00:00:00,1,2020-11-05,00:40:00,0,Avellaneda Av. Y Mercedes,Avenida,10,-58.48493828,-34.62981124,Moto-Auto,Auto,565,2020,41-60
Ciclista,Bicicleta,Masculino,44,2020-11-07 00:00:00,1,2020-11-07,06:50:00,6,Tucuman Y Pueyrredon Av.,Avenida,3,-58.40480504,-34.60183884,Bicicleta-Cargas,Cargas,566,2020,41-60
Pasajero_Acompañante,Auto,Masculino,27,2020-11-09 00:00:00,1,2020-11-09,03:30:00,3,Alcorta Amancio Av. Y Einstein Alberto,Avenida,4,-58.41125934,-34.65417740,Auto-Auto,Auto,567,2020,21-40
Ciclista,Bicicleta,Masculino,59,2020-11-23 00:00:00,1,2020-11-19,09:00:00,9,Inclan Y Alberti,Calle,4,-58.39956546,-34.62977080,Bicicleta-Auto,Auto,568,2020,41-60
Peaton,Peaton,Masculino,91,2020-12-11 00:00:00,1,2020-11-19,12:30:00,12,Olazabal Av. 5437,Avenida,12,-58.49005682,-34.57868970,Peaton-Cargas,Cargas,569,2020,
Conductor,Moto,Femenino,34,2020-11-21 00:00:00,1,2020-11-21,13:00:00,13,Paz Gral. Av. Y Doctor Ramon Carrillo,Gral Paz,8,-58.47064556,-34.69843756,Moto-Cargas,Cargas,570,2020,21-40
Peaton,Peaton,Masculino,84,2020-11-23 00:00:00,1,2020-11-23,07:45:00,7,Nazca Av. Y Viale Luis,Avenida,11,-58.47501560,-34.61945902,Peaton-Auto,Auto,571,2020,61-90
Peaton,Peaton,Masculino,57,2020-11-25 00:00:00,1,2020-11-24,16:00:00,16,Olivera Av. Y Falcon Ramon L. Cnel.,Avenida,10,-58.48727942,-34.63652467,Peaton-Auto,Auto,572,2020,41-60
Peaton,Peaton,Femenino,49,2020-12-14 00:00:00,1,2020-12-01,06:35:00,6,Brasil 1100,Calle,1,-58.37951690,-34.62794241,Peaton-Pasajeros,Pasajeros,573,2020,41-60
Peaton,Peaton,Femenino,69,2020-12-03 00:00:00,1,2020-12-03,20:30:00,20,Homero Y Peron Eva Av.,Avenida,9,-58.47750832,-34.65672199,Peaton-Moto,Moto,574,2020,61-90
Conductor,Moto,Masculino,45,2020-12-04 00:00:00,1,2020-12-03,14:40:00,14,Cantilo Int. Y Udaondo Guillermo Av.,Autopista,13,-58.44927253,-34.54048625,Moto-Cargas,Cargas,575,2020,41-60
Ciclista,Bicicleta,Masculino,47,2020-12-04 00:00:00,1,2020-12-04,17:19:00,17,Moreno 1845,Calle,3,-58.39246272,-34.61253541,Bicicleta-Pasajeros,Pasajeros,576,2020,41-60
Peaton,Peaton,Masculino,38,2020-12-05 00:00:00,2,2020-12-05,07:10:00,7,Nueva York Y Alta Gracia,Calle,11,-58.52783814,-34.61047001,Peaton_Moto-Moto,Moto,577,2020,21-40
Pasajero_Acompañante,Moto,Masculino,21,2020-12-05 00:00:00,2,2020-12-05,07:10:00,7,Nueva York Y Alta Gracia,Calle,11,-58.52783814,-34.61047001,Peaton_Moto-Moto,Moto,578,2020,21-40
Conductor,Moto,Masculino,24,2020-12-06 00:00:00,1,2020-12-05,16:00:00,16,Paz Gral. Av. Y Goyeneche Roberto Parque Av.,Gral Paz,12,-58.49332664,-34.54836855,Moto-Auto,Auto,579,2020,21-40
Conductor,Moto,Masculino,27,2020-12-07 00:00:00,1,2020-12-07,04:30:00,4,Autopista Perito Moreno Altura Estacion De Tren Villa Luro,Autopista,10,-58.50178784,-34.63593897,Moto-Objeto Fijo,Objeto Fijo,580,2020,21-40
Peaton,Peaton,Masculino,51,2020-12-11 00:00:00,1,2020-12-11,22:00:00,22,Saenz Av. Y Beazley,Avenida,4,-58.41657793,-34.65476216,Peaton-Pasajeros,Pasajeros,581,2020,41-60
Conductor,Moto,Masculino,71,2020-12-20 00:00:00,1,2020-12-12,20:30:00,20,Del Libertador Av. Y Austria,Avenida,2,-58.39731474,-34.58307887,Moto-Auto,Auto,582,2020,61-90
Pasajero_Acompañante,Moto,Masculino,25,2020-12-15 00:00:00,1,2020-12-15,05:20:00,5,Independencia Av. Y Saenz Peña Luis Pres.,Avenida,1,-58.38746381,-34.61790839,Moto-Pasajeros,Pasajeros,583,2020,21-40
Peaton,Peaton,Femenino,81,2020-12-22 00:00:00,1,2020-12-17,15:35:00,15,Callao Av. Y Las Heras General,Avenida,2,-58.39189441,-34.59176378,Peaton-Pasajeros,Pasajeros,584,2020,61-90
Peaton,Peaton,Masculino,4,2020-12-17 00:00:00,1,2020-12-17,23:00:00,23,San Pedrito Av. Y Directorio Av.,Avenida,7,-58.46749188,-34.63551751,Peaton-Auto,Auto,585,2020,1-20
Ciclista,Bicicleta,Masculino,42,2020-12-19 00:00:00,1,2020-12-19,03:30:00,3,Jujuy Av. Y Carlos Calvo,Avenida,3,-58.40280471,-34.62113271,Bicicleta-Auto,Auto,586,2020,41-60
Conductor,Moto,Masculino,56,2020-12-20 00:00:00,1,2020-12-20,07:40:00,7,27 De Febrero Av. Y Escalada Av.,Avenida,8,-58.44451316,-34.68475866,Moto-Objeto Fijo,Objeto Fijo,587,2020,41-60
Conductor,Auto,Masculino,39,2020-12-20 00:00:00,1,2020-12-20,21:00:00,21,Bogota Y Nazca Av.,Avenida,7,-58.47110424,-34.62742408,Auto-Auto,Auto,588,2020,21-40
Peaton,Peaton,Masculino,23,2020-12-23 00:00:00,1,2020-12-23,14:00:00,14,Corrientes Av. Y 9 De Julio Av.,Avenida,1,-58.38220928,-34.60373898,Peaton-Pasajeros,Pasajeros,589,2020,21-40
Conductor,Auto,Femenino,78,2021-01-17 00:00:00,1,2020-12-24,12:30:00,12,Alvarez Jonte Av. Y Chivilcoy,Avenida,10,-58.49794468,-34.61565025,Auto-Pasajeros,Pasajeros,590,2020,61-90
Conductor,Moto,Femenino,30,2020-12-25 00:00:00,2,2020-12-25,06:40:00,6,San Martin Av. Y Punta Arenas,Avenida,15,-58.47220945,-34.60111373,Moto-Auto,Auto,591,2020,21-40
Pasajero_Acompañante,Moto,Femenino,24,2020-12-25 00:00:00,2,2020-12-25,06:40:00,6,San Martin Av. Y Punta Arenas,Avenida,15,-58.47220945,-34.60111373,Moto-Auto,Auto,592,2020,21-40
Ciclista,Bicicleta,Masculino,26,2020-12-25 00:00:00,1,2020-12-25,05:50:00,5,Barco Centenera Del 1118,Calle,7,-58.43706741,-34.63217813,Bicicleta-Pasajeros,Pasajeros,593,2020,21-40
Conductor,Moto,Masculino,28,2020-12-27 00:00:00,1,2020-12-27,04:15:00,4,Paz Gral. Av. Y Acceso Norte - Panamericana,Gral Paz,12,-58.49332664,-34.54836855,Moto-Objeto Fijo,Objeto Fijo,594,2020,21-40
Conductor,Moto,Masculino,36,2021-01-06 00:00:00,1,2021-01-06,18:00:00,18,Au Frondizi Km. 3,Autopista,1,-58.37960727,-34.62622851,Moto-Auto,Auto,595,2021,21-40
Conductor,Moto,Femenino,47,2021-01-07 00:00:00,1,2021-01-07,10:20:00,10,Castro Emilio Av. Y Murguiondo,Avenida,9,-58.51061062,-34.64972472,Moto-Cargas,Cargas,596,2021,41-60
Conductor,Moto,Masculino,27,2021-01-10 00:00:00,1,2021-01-10,07:40:00,7,Au 25 De Mayo Km. 37,Autopista,7,-58.43052224,-34.62941648,Moto-Objeto Fijo,Objeto Fijo,597,2021,21-40
Peaton,Peaton,Femenino,61,2021-01-11 00:00:00,1,2021-01-11,09:12:18,9,Caseros Av. Y Guarani,Avenida,5,-58.41455544,-34.63866836,Peaton-Cargas,Cargas,598,2021,61-90
Peaton,Peaton,Masculino,73,2021-01-14 00:00:00,1,2021-01-11,21:30:00,21,Peron Eva Av. 3800,Avenida,9,-58.46774439,-34.64730145,Peaton-Auto,Auto,599,2021,61-90
Pasajero_Acompañante,Moto,Femenino,23,2021-01-12 00:00:00,1,2021-01-12,21:00:00,21,Au Illia Y Sarmiento Av.,Autopista,14,-58.40786274,-34.56726817,Moto-Cargas,Cargas,600,2021,21-40
Conductor,Moto,Masculino,84,2021-01-26 00:00:00,1,2021-01-18,10:00:00,10,De Los Constituyentes Av. Y Giribone,Avenida,15,-58.48744301,-34.58622275,Moto-Moto,Moto,601,2021,61-90
Peaton,Peaton,Masculino,28,2021-01-22 00:00:00,1,2021-01-22,23:30:00,23,Saenz Av. Y Rabanal Francisco Intendente Av.,Avenida,4,-58.41657793,-34.65476216,Peaton-Pasajeros,Pasajeros,602,2021,21-40
Conductor,Moto,Masculino,31,2021-01-23 00:00:00,1,2021-01-23,05:30:00,5,Paysandu Y Gaona,Avenida,6,-58.45351111,-34.61134937,Moto-Objeto Fijo,Objeto Fijo,603,2021,21-40
Conductor,Moto,Masculino,28,2021-01-23 00:00:00,1,2021-01-23,08:00:00,8,Paz Gral. Av. Y Balbin Ricardo Dr. Av. ,Gral Paz,12,-58.50073810,-34.54979510,Moto-Auto,Auto,604,2021,21-40
Peaton,Peaton,Masculino,21,2021-01-27 00:00:00,1,2021-01-27,01:04:26,1,Santa Fe Av. 1675,Avenida,2,-58.39144148,-34.59564871,Peaton-Auto,Auto,605,2021,21-40
Peaton,Peaton,Masculino,42,2021-01-29 00:00:00,1,2021-01-29,20:07:22,20,Au Dellepiane Y Guamini,Autopista,8,-58.48191128,-34.68385968,Peaton-Auto,Auto,606,2021,41-60
Conductor,Moto,Masculino,41,2021-01-31 00:00:00,1,2021-01-31,06:10:00,6,Falcon Ramon L. Cnel. Y Olivera Av.,Avenida,10,-58.48727942,-34.63652467,Moto-Objeto Fijo,Objeto Fijo,607,2021,41-60
Peaton,Peaton,Masculino,28,2021-02-18 00:00:00,1,2021-02-02,00:50:00,0,San Martin Av. Y Nogoya,Avenida,15,-58.48328708,-34.59779521,Peaton-Auto,Auto,608,2021,21-40
Conductor,Moto,Masculino,26,2021-02-06 00:00:00,1,2021-02-06,03:05:00,3,San Martin Av. Y Tinogasta,Avenida,15,-58.49018543,-34.59724990,Moto-Objeto Fijo,Objeto Fijo,609,2021,21-40
Conductor,Auto,Masculino,22,2021-02-14 00:00:00,1,2021-02-14,05:50:00,5,Fernandez De La Cruz F. Gral. Av. Y De La Torre Lisandro,Avenida,8,-58.47230127,-34.68482689,Auto-Objeto Fijo,Objeto Fijo,610,2021,21-40
Conductor,Moto,Masculino,33,2021-02-17 00:00:00,1,2021-02-17,04:10:00,4,Salta Y Caseros Av.,Avenida,1,-58.38262614,-34.63168269,Moto-Pasajeros,Pasajeros,611,2021,21-40
